Item Inventory #,Purchase_Date,seller,Brand + Product Name,Brand,Product_Name,product description, Quality , Purchase Price , List Price , Sell price , Gross Amount Earned , Net Profit/Loss ,Percent Profit,Date Sold,Days Held
1,3/18/2025,goldenboutique,Tory Burch Black Crossbody,,,SOLD AS IS.  NO CANCELLATION or RETURN. BID RESPONSIBLY THANK YOU,, $ 120.02 , $ 210.00 , $ 160.00 , $ 141.65 , $ 18.35 ,11%,5/9/2025,  52.00 
2,3/18/2025,goldenboutique,MCM Black Cloth Logo Backpack,,,SOLD AS IS.  NO CANCELLATION or RETURN. BID RESPONSIBLY THANK YOU,, $ 108.04 , $ 275.00 ,,, $ -   ,0%,,  140.00 
3,3/17/2025,kreamhouse,Pink Chloe Wallet with Lock,,,100% Authentic Guaranteed - Please listen to conditions and call outs.  All sales are final.,, $ 77.44 , $ 225.00 ,,, $ -   ,0%,,  141.00 
4,3/17/2025,goldpawnership,YSL Beaute Pouch (Pink) #8,,,No cancelations or returns.,, $ 43.34 ,,,, $ -   ,0%,,  141.00 
5,3/18/2025,kreamhouse,Louis Vuitton Push Lock Wallet Koala,,,,, $ 120.98 , $ 350.00 , $ 300.00 , $ 240.00 , $ 60.00 ,20%,3/22/2025,  4.00 
6,3/16/2025,cookie31021,Morroccan Oil Makeup Bag,,,Morroccan Oil Makeup Bag,, $ 28.11 , $ 50.00 , $ 9.00 , $ 7.70 , $ 1.30 ,14%,7/10/2025,  116.00 
8,3/16/2025,jessicaluxuryclosetdealsllc,DKNY Neon Yellow Crossbody,,,,, $ 107.81 , $ 165.00 ,,, $ -   ,0%,,  142.00 
9,3/16/2025,jessicaluxuryclosetdealsllc,Furla Cream and Brown Purse with Black Bangle strap,,,,, $ 134.18 , $ 160.00 ,,, $ -   ,0%,,  142.00 
10,3/16/2025,silhouetteparis,Badgley Mischka Clutch Purse #5,,,Wrapped Clutch Purse with Crossbody Strap (BM-4147 Green),, $ 30.72 , $ 60.00 , $ 23.00 , $ 20.08 , $ 2.92 ,13%,7/27/2025,  133.00 
12,3/16/2025,house_of_luxury,Louis Vuitton Damier Ebene Long Wallet with Double Snap,,,Listen For the Callouts and Condition,, $ 89.53 ,, $ 22.00 , $ 20.03 , $ 1.97 ,9%,7/5/2025,  111.00 
14,3/14/2025,limitlessluxx_,Chanel Black Caviar Mini Wallet ,,,Missing Holo,, $ 74.85 , $ 200.00 , $ 135.00 , $ 108.00 , $ 27.00 ,20%,7/19/2025,  127.00 
15,3/14/2025,panandpiperscloset,Louis Vuitton Cream Vernis Mini Zippy Wallet,,,Condition shown,, $ 100.42 , $ 225.00 , $ 66.00 , $ 60.79 , $ 5.21 ,8%,7/4/2025,  112.00 
16,3/13/2025,houstonselects,PALACE x MCDONALDS TEE SHOWN ON SCREEN ðŸ”âš¡ #10,,,"BRAND NEW IN BAG, 100% AUTHENTIC STYLE SHOWN ON SCREEN",, $ 20.47 ,,,, $ -   ,0%,,  145.00 
17,3/13/2025,houstonselects,Louis Vuitton Monogram MM Wallet,,,THIS WAS SUCH A BANGER ITEM WE HAD TO PULL OUT HSD JUST TO RUN IT...AND MY TEAM DIDNT LOAD IT ... LISTEN FOR BAG INFO!!! WILL DELAY YOUR SHIPPING TIME 1-2 WEEKS IF IT IS GETTING COAED.,, $ 38.34 , $ 225.00 ,,, $ -   ,0%,,  145.00 
22,3/11/2025,house_of_luxury,Louis Vuitton Monogram Batignolles,,,Condition: Great+ Date Code: CA1015 November 2005 in Spain,, $ 600.43 , $ 950.00 , $ 715.00 , $ 635.11 , $ 79.89 ,11%,5/26/2025,  76.00 
23,3/11/2025,house_of_luxury,Louis Vuitton Monogram Mini Lin ldylle Rhapsody MM,,,Condition: Good,, $ 415.28 , $ 800.00 ,,, $ -   ,0%,,  147.00 
24,3/11/2025,house_of_luxury,Christian Dior Pink  Tote,,,Condition: Good,, $ 404.39 , $ 600.00 ,,, $ -   ,0%,,  147.00 
27,3/11/2025,house_of_luxury,Prada Black Key Case (6),,,Condition: Great+,, $ 64.48 , $ 300.00 , $ 100.00 , $ 88.45 , $ 11.55 ,12%,6/6/2025,  87.00 
28,3/10/2025,neonluxury,GWP: Dior Chrome Busy Bee Iconic Phone Ring #3,,,Limited Edition Dior Parfums GWP,, $ 29.55 , $ 75.00 ,,, $ -   ,0%,,  148.00 
29,3/10/2025,neonluxury,GWP: Dior Chrome Busy Bee Iconic Phone Ring #2,,,Limited Edition Dior Parfums GWP,, $ 27.23 , $ 75.00 , $ -   , $ -   , $ -   ,0%,6/27/2025,  109.00 
30,3/9/2025,neonluxury,GWP: Dior Star Charm Pink Embossed Zippy Pouch #9,,,By Christian Dior Beauty ,, $ 57.79 , $ 85.00 ,,, $ -   ,0%,,  149.00 
33,3/9/2025,panandpiperscloset,Louis Vuitton Burgundy Roxbury Purse,,,Good Condition,, $ 281.19 , $ 603.00 , $ 374.00 , $ 336.00 , $ 38.00 ,10%,3/25/2025,  16.00 
34,3/9/2025,marys_house_of_style,Louis Vuitton Torpedo Blue Key Chain Pochette,,,Dollar run,, $ 103.76 , $ 300.00 , $ 215.00 , $ 190.57 , $ 24.43 ,11%,4/19/2025,  41.00 
35,3/9/2025,marys_house_of_style,Louis Vuitton Damier Ebene Sarah Wallet ,,,,, $ 90.16 , $ 200.00 , $ 73.00 , $ 64.55 , $ 8.45 ,12%,5/16/2025,  68.00 
37,3/9/2025,houstonselects,Gucci Canvas Long Wallet with Cherry Detail,,,THIS WAS SUCH A BANGER ITEM WE HAD TO PULL OUT HSD JUST TO RUN IT...AND MY TEAM DIDNT LOAD IT ... LISTEN FOR BAG INFO!!! WILL DELAY YOUR SHIPPING TIME 1-2 WEEKS IF IT IS GETTING COAED.,, $ 304.57 , $ 650.00 ,,, $ -   ,0%,,  149.00 
38,3/9/2025,houstonselects,Louis Vuitton Animation Painted Bellboy Wallet,,,,, $ 300.98 , $ 480.00 ,,, $ -   ,0%,,  149.00 
39,3/9/2025,houstonselects,LOUIS VUITTON RED VERNIS LONG WALLET SCAL73 0687,,,"CONDITIONS AS SHOWN ON LIVE PLEASE WATCH SHOW, all items guareented 100% or your money back",, $ 152.46 , $ 335.00 , $ 225.00 , $ 171.73 , $ 53.27 ,24%,5/23/2025,  75.00 
40,3/9/2025,houstonselects,Louis Vuitton White Murakami Sarah Wallet,,,Excellent Condition,, $ 243.94 , $ 470.00 , $ 312.50 , $ 277.00 , $ 35.50 ,11%,4/19/2025,  41.00 
41,3/9/2025,houstonselects,Louis Vuitton Black Vernis Wallet,,,Good Condition,, $ 112.17 , $ 280.00 , $ 165.00 , $ 146.37 , $ 18.63 ,11%,7/17/2025,  130.00 
42,3/9/2025,houstonselects,LOUIS VUITTON RED VERNIS LONG WALLET SCAL73 0687,,,Excellent Condition,, $ 197.34 , $ 350.00 ,,, $ -   ,0%,,  149.00 
44,3/9/2025,silhouetteparis,Badgley Mischka Clutch Purse #2,,,Wrapped Clutch Purse with Chain Handle (BM-4080 Blue),, $ 28.31 , $ 60.00 , $ 40.00 , $ 35.18 , $ 4.82 ,12%,,  149.00 
47,3/9/2025,darwadi,Louis Vuitton Black Murakami Long Wallet,,,Good Condition,, $ 234.98 , $ 365.00 , $ 312.50 , $ 277.00 , $ 35.50 ,11%,4/19/2025,  41.00 
49,3/9/2025,next_level_luxury,Louis Vuitton 2015 Christmas Animation Evasion Wallet ,,,Rare - Excellent condition,, $ 404.12 , $ 580.00 ,,, $ -   ,0%,,  149.00 
50,3/8/2025,athenasluxe,MCM Sunglasses with Case,,,all flaws shown in live,, $ 51.41 , $ 120.00 , $ 126.65 , $ 111.99 , $ 14.66 ,12%,4/19/2025,  42.00 
52,3/8/2025,darwadi,Louis Vuitton Yellow Epi Continental Long Wallet,,,Wallet,, $ 97.79 , $ 200.00 , $ 65.00 , $ 57.19 , $ 7.81 ,12%,5/21/2025,  74.00 
53,3/8/2025,limitlessluxx_,MCM Boston,,,Excellent Condition,, $ 261.05 , $ 450.00 ,,, $ -   ,0%,,  150.00 
54,3/8/2025,panandpiperscloset,Louis Vuitton Damier Azur Sarah Wallet,,,Good Condition,, $ 147.96 , $ 195.00 , $ 225.00 , $ 171.73 , $ 53.27 ,24%,6/20/2025,  104.00 
56,3/7/2025,darwadi,BOTTEGA VENETA INTERCCIATO LAMPSKIN,,,Wallet,, $ 53.14 , $ 180.00 , $ 111.00 , $ 88.80 , $ 22.20 ,20%,3/24/2025,  17.00 
59,3/7/2025,gucciteddybear,Dior GWP Dioriviera Tote Bag,,,NWT,, $ 105.76 , $ 210.00 ,,, $ -   ,0%,,  151.00 
60,3/7/2025,gucciteddybear,Gucci Limited Edition Museum Tote #1,,,"Gorgeous, spacious, & goes great with every outfit Gucci Limited Edition Museum Tote - NWT",, $ 57.81 , $ 130.00 ,,, $ -   ,0%,,  151.00 
61,3/7/2025,threeluxe,"Authentic YSL ""Y"" Vintage Cosmetic Pouch Converted Gold Chain Strap Black Crossb",,,"Authentic YSL ""Y""  Vintage Cosmetic Pouch Converted Gold Chain Strap Black Crossbody         â€¢ Canvas body 
        â€¢""""Y"""" Design circa 2000's
        â€¢ Logo Detail on zipper pull
        â€¢ Zip Closure at Top
        â€¢ Detachable Strap
        â€¢ all season",, $ 31.58 , $ 70.00 , $ 50.00 , $ 40.00 , $ 10.00 ,20%,,  151.00 
63,3/7/2025,foreignobjects,Louis Vuitton Taiga Clutch Bag (8182),,,"Preowned items. May have flaws that are shown live, though some may be missed. All items are guaranteed authentic. ""Buy Now"" items, a certificate of authenticity is included. For auction items, the certificate must be purchased separately.",, $ 222.39 , $ 340.00 ,,, $ -   ,0%,,  151.00 
64,3/7/2025,redfashiondesignllc,Chanel Beauty Precision Tote in Terry GWP,,,NWT,, $ 91.71 , $ 200.00 , $ 155.00 , $ 124.00 , $ 31.00 ,20%,3/22/2025,  15.00 
70,3/6/2025,magicalcreations,Eeyore Travel Bag ,,,NWT,, $ 43.56 , $ 80.00 , $ 36.50 , $ 34.45 , $ 2.05 ,6%,5/2/2025,  57.00 
71,3/6/2025,magicalcreations,Disney x Primark Minnie Mouse Backpack in Black,,,NWT,, $ 39.20 , $ 80.00 ,,, $ -   ,0%,,  152.00 
72,3/6/2025,magicalcreations,Disney x Primark Mickey Mouse Backpack in Cream and Tan,,,NWT,, $ 50.09 , $ 80.00 ,,, $ -   ,0%,,  152.00 
73,3/6/2025,magicalcreations,Disneyland Tumbler,,,NWT,, $ 43.89 , $ 20.00 ,,, $ -   ,0%,,  152.00 
74,3/6/2025,magicalcreations,Disney x Primark Large Mickey Mouse Tote with Disney Pin,,,NWT,, $ 52.17 , $ 80.00 ,,, $ -   ,0%,,  152.00 
80,3/6/2025,take2luxury,Louis Vuitton Monogram Key Cles,,,Good Condition,, $ 85.17 , $ 150.00 , $ 150.00 , $ 130.61 , $ 19.39 ,13%,,  152.00 
81,3/5/2025,kreamhouse,Furla Wallet in Tan,,,Fair Condition,, $ 32.38 , $ 55.00 , $ -   , $ -   , $ -   ,0%,5/25/2025,  81.00 
82,3/5/2025,house_of_luxury,Givenchy Gold Necklace,,,,, $ 82.05 , $ 150.00 ,,, $ -   ,0%,,  153.00 
83,3/5/2025,house_of_luxury,Tiffany Silver Necklace Cross,,,Good Condition,, $ 0.01 , $ 100.00 , $ 65.00 , $ 52.00 , $ 13.00 ,20%,3/14/2025,  9.00 
84,3/5/2025,completed,Tiffany Silver Necklace Pablo Picasso Heart,,,Condition: Great+,, $ 78.41 , $ 150.00 ,,, $ -   ,0%,,  153.00 
85,3/5/2025,house_of_luxury,Christian Dior Gold Rhinestone Necklace,,,,, $ 86.26 , $ 225.00 , $ 140.00 , $ 112.00 , $ 28.00 ,20%,6/5/2025,  92.00 
88,3/5/2025,ispyluxury,Nina Ricci Burgundy Leather Trimmed Fold Over Wallet,,,Vintage long leather wallet With burgundy trim ,, $ 11.64 , $ 40.00 ,, $ -   , $ -   ,0%,5/2/2025,  58.00 
89,3/4/2025,house_of_luxury,Gucci Brown Long Wallet,,,,, $ 122.34 , $ 230.00 ,,, $ -   ,0%,,  154.00 
90,3/4/2025,house_of_luxury,Louis Vuitton Damier Ebene Tresor Wallet Date Code: GA0096 Model Number: N61736,,,Condition: Great+,, $ 106.46 , $ 300.00 , $ 95.00 , $ 89.64 , $ 5.36 ,6%,,  154.00 
91,3/4/2025,house_of_luxury,Prada Brown Zippy Wallet,,,Luxury Giveaway For the Chat,, $ 0.01 , $ 88.00 ,,, $ -   ,0%,,  154.00 
92,3/4/2025,house_of_luxury,Gucci Blue Double GG Tri-Fold Wallet,,,,, $ 211.50 , $ 300.00 ,,, $ -   ,0%,,  154.00 
93,3/4/2025,silhouetteparis,Valentino Orlandi Camera Bag #2,,,Logo Double Zip Camera Bag with Adjustable Brand Strap(V-3003 Taupe),, $ 32.90 , $ 60.00 , $ 43.00 , $ 34.40 , $ 8.60 ,20%,3/19/2025,  15.00 
94,3/4/2025,hiddengrails,Louis Vuitton Monogram Canvas Long Wallet,,,Fair Condition,, $ 77.03 , $ 200.00 , $ 52.00 , $ 45.62 , $ 6.38 ,12%,5/16/2025,  73.00 
100,3/1/2025,silhouetteparis,Valentino Orlandi Camera Bag #1,,,â€œVâ€ Logo CAMERA Bag with front pocket and half chain strap(V-2000 Black),, $ 39.43 , $ 60.00 ,,, $ -   ,0%,,  157.00 
107,3/19/2025,silhouetteparis,Valentino Orlandi Camera Bag #3 in Black with Gold Hardware,,,,, $ 31.81 , $ 60.00 , $ 45.00 , $ 36.00 , $ 9.00 ,20%,,  139.00 
107,2/28/2025,ashleygutlux,Chanel No5 Novelty Tote #4,,,Please read show notes for products and descriptions on novelty/VIP items. Please bid responsible no cancellations or refunds.,, $ 38.12 , $ 100.00 , $ 105.00 , $ 74.00 , $ 31.00 ,30%,,  158.00 
108,3/19/2025,silhouetteparis,Badgley Mischka Dumpling Handback in Burgundy ,,,,, $ 20.69 , $ 60.00 , $ 17.00 , $ 14.73 , $ 2.27 ,13%,7/10/2025,  113.00 
109,3/19/2025,silhouetteparis,Valentino Orlandi Camera Bag #2 in White with Gold Hardware,,,,, $ 23.96 , $ 60.00 , $ 25.00 , $ 21.81 , $ 3.19 ,13%,,  139.00 
111,3/9/2025,houstonselects,Rare Louis Vuitton Monogram Flower Lock Long Wallet,,,,, $ 300.98 , $ 600.00 , $ 479.20 , $ 425.50 , $ 53.70 ,11%,7/8/2025,  121.00 
112,3/21/2025,morningswithjenn,Badgley Mischka Quilted Cross-Body in Plum with Gold Hardware,,,ðŸ“¢ Read Show Notes | Bid responsibly | Bids are binding,, $ 27.13 ,,,, $ -   ,0%,,  137.00 
113,3/20/2025,house_of_luxury,Louis Vuitton Damier Graphite Key Case (6),,,,, $ 50.49 ,,,, $ -   ,0%,,  138.00 
114,3/20/2025,house_of_luxury,Ferragamo Red Compact Wallet,,,Condition: Good,, $ 65.71 , $ 125.00 , $ 26.00 , $ 23.00 , $ 3.00 ,12%,7/4/2025,  106.00 
115,3/20/2025,house_of_luxury,Louis Vuitton Monogram Tresor Wallet (CA0096),,,"Condition: Good, Model Number: M61730, Date Code: CA0066,  June 2006 in Spain",, $ 94.03 , $ 225.00 , $ 43.00 , $ 37.75 , $ 5.25 ,12%,5/2/2025,  43.00 
116,3/20/2025,house_of_luxury,Louis Vuitton Monogram Key Case (4),,,Luxury Giveaway For the Chat,, $ 0.01 ,,,, $ -   ,0%,,  138.00 
117,3/20/2025,house_of_luxury,Louis Vuitton Epi Brown Elise Wallet,,,"Condition: Good, Model Number: M63483, Date Code: MI0954,  May 1994 in France",, $ 35.94 , $ 125.00 , $ 15.00 , $ 12.74 , $ 2.26 ,15%,5/9/2025,  50.00 
118,3/20/2025,house_of_luxury,Ferragamo Black Tri-Fold Wallet,,,Condition: Good,, $ 101.51 , $ 175.00 ,,, $ -   ,0%,,  138.00 
119,3/20/2025,silhouetteparis,Valentino Orlandi Camera Bag #5,,,â€œVâ€ Logo Double Zip Camera Bag with Adjustable Brand Strap(V-3028S Taupe),, $ 17.42 , $ 60.00 , $ 45.00 , $ 36.00 , $ 9.00 ,20%,,  138.00 
120,3/22/2025,Nanotv,Red Chanel Lambskin 6 Ring Key Holder,,,Excellent Condition,, $ 146.16 , $ 315.00 , $ 225.00 , $ 191.03 , $ 33.97 ,15%,7/12/2025,  112.00 
121,3/22/2025,limitlessluxx_,Black Chanel Lambskin Quilted Long Wallet Series 8 ,,,Good Condition,, $ 200.08 , $ 350.00 , $ 235.00 , $ 208.25 , $ 26.75 ,11%,6/12/2025,  82.00 
122,3/22/2025,limitlessluxx_,Louis Vuitton Murakami Kisslock Wallet,,,Excellent Condition,, $ 277.67 , $ 550.00 ,,, $ -   ,0%,,  136.00 
123,5/5/2023,NA,Green Leather Bee Wallet,,,,, $ 15.00 , $ 35.00 , $ 32.00 , $ 25.60 , $ 6.40 ,20%,3/22/2025,  687.00 
124,3/22/2025,limitlessluxx_,Prada Canapa in Denim,,,Comes with COA,, $ 336.46 ," $ 1,100.00 ",,, $ -   ,0%,,  136.00 
125,3/22/2025,darwadi,Louis Vuitton Hampsted MM White Damier Azur,,,Good Condition,, $ 412.96 ,,,, $ -   ,0%,,  136.00 
126,3/22/2025,ashleygutlux,Louis Vuitton Small Agenda,,,Great Condition - Comes with LV Packaging,, $ 87.76 , $ 180.00 , $ 180.00 , $ 135.73 , $ 44.27 ,25%,,  136.00 
127,3/22/2025,ashleygutlux,Louis Vuitton Monogram Short Bi-Fold Wallet,,,Good Condition,, $ 94.67 ,, $ 135.00 , $ 119.47 , $ 15.53 ,12%,5/18/2025,  57.00 
128,3/22/2025,ashleygutlux,Louis Vuitton Monogram Kisslock Wallet (CA1919),,,Great Condition,, $ 88.21 ,, $ 160.00 , $ 141.66 , $ 18.34 ,11%,6/22/2025,  92.00 
129,3/22/2025,ashleygutlux,Louis Vuitton Tresor Monnaie Monogram Wallet (CA0094),,,Good Condition,, $ 136.13 ,, $ 160.00 , $ 141.95 , $ 18.05 ,11%,6/22/2025,  92.00 
130,3/22/2025,ashleygutlux,Louis Vuitton Monogram Sarah Wallet,,,Excellent Condition,, $ 137.21 , $ 260.00 , $ 199.00 , $ 173.13 , $ 25.87 ,13%,,  136.00 
131,3/22/2025,ashleygutlux,Chanel Beauty VIP Moon Bag,,,NWT,, $ 147.02 ,, $ 239.20 , $ 211.97 , $ 27.23 ,11%,4/25/2025,  34.00 
132,3/23/2025,panandpiperscloset,Louis Vuitton Monogram Sac Tote,,,Good Condition,, $ 249.61 , $ 800.00 , $ 420.00 , $ 372.66 , $ 47.34 ,11%,,  135.00 
133,3/23/2025,goldenboutique,MCM Black Leather Mini Backpack,,,Great Condition,, $ 91.71 ,, $ 199.00 , $ 176.55 , $ 22.45 ,11%,5/18/2025,  56.00 
134,3/23/2025,foreignobjects,Vintage Burberry Clutch,,,Fair Condition,, $ 44.88 ,, $ 23.00 , $ 20.90 , $ 2.10 ,9%,7/5/2025,  104.00 
135,3/23/2025,marhag,Louis Vuitton Brown Epi Wallet,,,Great Condition,, $ 86.26 ,, $ 150.00 , $ 132.71 , $ 17.29 ,12%,6/25/2025,  94.00 
136,3/23/2025,japanluxlifestyle,Louis Vuitton Batignolles,,,Excellent Condition,, $ 532.75 ,, $ 800.00 , $ 800.00 , $ -   ,0%,5/18/2025,  56.00 
137,3/23/2025,panandpiperscloset,Louis Vuitton Alma,,,Great Condition,, $ 309.51 , $ 580.00 , $ 449.00 , $ 398.00 , $ 51.00 ,11%,,  135.00 
138,3/23/2025,babybirkin,Prada Brown Long Wallet Brown with Swirl detail,,,Great Condition,, $ 138.02 , $ 350.00 , $ 175.00 , $ 140.00 , $ 35.00 ,20%,6/29/2025,  98.00 
139,3/23/2025,luxwithus,Christian Dior Lock and Key GWP,,,NWT,, $ 73.90 ,,,, $ -   ,0%,,  135.00 
140,3/23/2025,luxwithus,Louis Vuitton Damier Ebene Geronimo,,,Excellent Condition,, $ 407.66 ," $ 1,200.00 ", $ 650.00 , $ 565.50 , $ 84.50 ,13%,5/24/2025,  62.00 
141,3/23/2025,luxwithus,Chanel Beauty Phone Ring GWP - Gold,,,NWT,, $ 39.20 , $ 125.00 ,,, $ -   ,0%,,  135.00 
142,3/23/2025,luxwithus,YSL Mirror GWP - Black and Gold,,,NWT,, $ 47.92 , $ 80.00 ,,, $ -   ,0%,,  135.00 
143,3/23/2025,luxwithus,YSL Mirror GWP - Black and Gold,,,NWT,, $ 37.03 ,,,, $ -   ,0%,,  135.00 
144,3/24/2025,panandpiperscloset,Gucci Interlocking G Bag in Patent Raspberry Color with Silver Hardware,,,Excellent Condition,, $ 255.06 , $ 899.00 ,,, $ -   ,0%,,  134.00 
145,3/24/2025,N/A,Michael Kors Passport Holder ,,,Like New,, $ 0.01 , $ 35.00 ,,, $ -   ,0%,,  134.00 
146,3/24/2025,morningswithjenn,Badgley Mischka Quilted Envelope Crossbody in Plum,,,NWT,, $ 32.64 ,, $ (9.21),, $ (9.21),100%,4/19/2025,  26.00 
147,3/24/2025,morningswithjenn,Badgley Mischka Quilted Envelope Crossbody in Grey,,,NWT,, $ 32.64 ,, $ 11.00 , $ 9.40 , $ 1.60 ,15%,7/27/2025,  125.00 
148,3/24/2025,morningswithjenn,Badgley Mischka Quilted Envelope Crossbody in Pink,,,NWT,, $ 32.64 ,, $ (9.21),, $ (9.21),100%,4/19/2025,  26.00 
149,3/24/2025,house_of_luxury,Givenchy Blue Necklace,,,Great Condition,, $ 75.37 ,, $ 189.00 , $ 85.05 , $ 103.95 ,55%,6/1/2025,  69.00 
150,3/24/2025,house_of_luxury,Christian Dior Gold Rhinestone Heart Necklace,,,Excellent Condition,, $ 95.83 , $ 225.00 , $ 195.00 , $ 148.03 , $ 46.97 ,24%,,  134.00 
151,3/24/2025,house_of_luxury,Givenchy Rose Gold Necklace,,,Excellent Condition,, $ 117.35 ,,,, $ -   ,0%,,  134.00 
152,3/24/2025,yavuz_theposher,Gucci GG Marmont Leather Blush Pink,,,Excellent Condition,, $ 211.50 ,, $ 299.00 , $ 265.36 , $ 33.64 ,11%,6/6/2025,  74.00 
153,3/24/2025,yavuz_theposher,Louis Vuitton Porte Mannaie Zippy Long Wallet,,,Excellent Condition,, $ 152.46 ,, $ 250.00 , $ 221.62 , $ 28.38 ,11%,6/14/2025,  82.00 
154,3/24/2025,yavuz_theposher,Gucci Micro Ssima GG Logo Leather 6 Key Rings Key Case,,,Excellent Condition,, $ 70.79 ,,,, $ -   ,0%,,  134.00 
155,3/24/2025,yavuz_theposher,Prada Logo Plate Saffiano Trifold Wallet in Black,,,Excellent Condition,, $ 79.50 ,, $ 70.00 , $ 61.62 , $ 8.38 ,12%,5/16/2025,  53.00 
156,3/24/2025,quylityluxury,Celine Brown Long Wallet,,,Great Condition,, $ 45.97 ,, $ 51.00 , $ 44.85 , $ 6.15 ,12%,6/4/2025,  72.00 
158,3/24/2025,quylityluxury,Louis Vuitton Monogram Marceau GM - Vintage,,,Fair Condition - zipper has been replaced,, $ 103.46 ,, $ 225.00 , $ 199.31 , $ 25.69 ,11%,7/3/2025,  101.00 
159,3/24/2025,kreamhouse,Christian Louboutin Panettone Pink Rainbow Stud Wallet,,,Excellent Condition,, $ 220.07 ,,,, $ -   ,0%,,  134.00 
160,3/25/2025,shopwithkim,Versace Jeans Couture Pink Crossbody,,,Excellent Condition,, $ 45.75 ,, $ 150.00 , $ 133.03 , $ 16.97 ,11%,5/2/2025,  38.00 
161,3/25/2025,blazendary,Gucci Signature Calfskin Leather Gold Logo Print Bifold Wallet,,,Comes with COA,, $ 110.62 ,,,, $ -   ,0%,,  133.00 
162,3/25/2025,blazendary,Dior Trotter Rasta Saddle Wallet ,,,Good Condition,, $ 96.53 ,,,, $ -   ,0%,,  133.00 
163,3/25/2025,house_of_luxury,Louis Vuitton Monogram Key Chain Pouchette,,,Excellent Condition,, $ 0.01 ,,,, $ -   ,0%,,  133.00 
164,3/25/2025,house_of_luxury,MCM Beige Visetos Backpack,,,Good Condition,, $ 225.00 ,, $ 366.75 , $ 325.47 , $ 41.28 ,11%,5/2/2025,  38.00 
165,3/25/2025,isaacsluxury,Gucci Guccisma Cream Wallet with Heart Logo,,,Excellent Condition,, $ 124.05 , $ 325.00 ,,, $ -   ,0%,,  133.00 
166,3/25/2025,isaacsluxury,Bulgari Black long wallet with Pink Interior,,,Full Inclusion - Excellent Condition,, $ 183.28 ,,,, $ -   ,0%,,  133.00 
167,3/25/2025,isaacsluxury,Burberry Cream Long Wallet,,,Excellent Condition (9.7/10),, $ 109.99 , $ 300.00 , $ 299.00 , $ 265.35 , $ 33.65 ,11%,4/25/2025,  31.00 
168,3/25/2025,isaacsluxury,Chanel Red Caviar Wallet,,,Great Condition - Full Inclusion,, $ 179.69 ,, $ 250.00 , $ 221.58 , $ 28.42 ,11%,6/25/2025,  92.00 
169,3/25/2025,isaacsluxury,Pink Ferragamo Long Wallet with Gold Hardware,,,Great Condition,, $ 120.88 , $ 325.00 ,,, $ -   ,0%,,  133.00 
170,3/25/2025,isaacsluxury,Champagne Ferragamo Long Bow Wallet with Gold Hardware,,,Excellent Condition,, $ 102.37 , $ 250.00 , $ 175.00 , $ 131.73 , $ 43.27 ,25%,6/2/2025,  69.00 
171,3/25/2025,isaacsluxury,Louis Vuitton Vernis Long Wallet in Caramel Gold Colorway,,,Good Condition,, $ 80.59 , $ 199.00 , $ 144.00 , $ 122.31 , $ 21.69 ,15%,5/2/2025,  38.00 
172,3/25/2025,japanluxlifestyle,Fendi Monster Crossbody ,,,Like New Condition,, $ 294.26 ,,,, $ -   ,0%,,  133.00 
173,3/25/2025,house_of_luxury,Rare Vintage Coach Poppy Collection Pink Shoulder Bag,,,,, $ 37.51 ,, $ 85.00 , $ 68.00 , $ 17.00 ,20%,6/8/2025,  75.00 
